Category,Description,Documentation,Domain,Date,Condition,Creator,Materials,ID,Title,Origin
,6 aiguillesstériles. Sur l’emballage. “Microlance. sterile disposable. Blood lancet.”Fabricant “B-D”,,,,bon,Becton Dickinson,,-88,Aiguilles stériles,
,Embout à seringue avec aiguille ,,,,bon,Ainit,,-89,Embout pour seringue,
,Grande aiguille à seringue,,,,bon,Socorex,,-90,Aiguille pour seringue,
,Boîte en métal avec diverses aiguilles.Sur la boîte: “Laboratoires Fraisse_Paris. Pochette Medicale Sterilisable.” ,,,,bon. salissure,,,-91,Aiguilles pour seringue avec boîte,
,Diverses aiguilles à seringue. ,,,,bon,,,-92,Aiguilles pour seringue,
,"Boîte en métal circulaire avec 48 aiguilles. Sur la boîte: “Martin. Canulette 48. 18-8 stahl, rost-u, säurebeständig”",,,,bon,Martin,,-93,Aiguilles pour seringue avec boîte,
,Lames de rasoir Gillette dans boîte en carton. Sur la boîte: “Gillette Surgical Blades. Shape E. For Standard No3 Holders.”,,,,bon,"Gillette, London",,-94,Lames de rasoir,
,"Boîte en métal avec diverses aiguilles à seringue. Sur la boîte: “AkestrA. Injektionsnadeln. Super Err Eff. aus chroman. garantiert rostfrei, federhart und bruchsicher.”",,,,bon. salissure,Akestra,,-95,Aiguilles pour seringue,
,12 aiguilles à seringue semblables ,,,,bon,2R2,,-96,Aiguilles pour seringue,
,Boîte en carton avec diverses aiguilles. Sur la boîte: “Aiguilles hypodermiques. Acier inoxydable. Injektionskanülen. Aus nichtrostendem Stahl.”Etiquette “Favre & Blanc Lausanne”,,,,bon,2R2,,550,Aiguilles pour seringue avec boîte ,
,"Boîte en carton avec diverses aiguilles. Sur la boîte: “Aiguilles hypodermiques. En acier chrome-nickel. Stainless steel. Made in Switzerland.”Etiquette “Ernst Gribi, Spiegel-Bern. Aerzte- & Spitalbdarf”",,,,bon,2R2,,523,Aiguilles pour seringue avec boîte,
,2 lames,,,,moyen. points de rouille,,,-97,Lames,
,Fil dans fiole en verre avec boîte en métal. Etiquette: “Ruffani-seide. No 2. Prima Gedrehte,,,,bon,,,-98,Fil à suturer,
,25 aiguilles diverses à seringue. ,,,,bon,,,-99,Aiguilles pour seringue,
,14 aiguilles diverses à seringue. ,,,,moyen. points de rouille,,,-100,Aiguilles pour seringue,
,5 aiguilles avec support doigt. Séverine Allimann suggère qu’il s’agit peut être de trocard. recherche en cours. Il semble en fait qu’il s’agisse de canules à bout olivaire de strauss.,,,,moyen. points de rouille.,,,-101,Aiguilles,
,2 aiguilles dans étuis en verre recouvert de coton. ,,,,moyen. salissure,Schaerer,,-102,Aiguilles pour seringue avec étuis,
,5 aiguilles à seringue dans étuis en verre recouverts de coton. ,,,,moyen. points de rouille. ,2R2,,-103,Aiguilles pour seringue avec étuis,
,Diverses pièces en métal pour seringue. 8 embouts et 1 piston. ,,,,bon,,,-104,Pièces pour seringue,
,"- 2 lames de sûreté forgées dans boîte en carton, fabricant “Jaques Lecoultres & Cie.”- 2 étuis avec aiguilles de suture- 16 étuis pour aiguille- 4 aiguilles pour seringue- 3 lots d’agrafes- 1 “Neoton. Paul Kramer Neuchatel”",,,,bon. quelques objets avec points de rouille.,,,-105,Lot d’aiguilles et accessoires chirurgicales,
,Agrafes dans boîte en carton.Sur la boîte: “Aesculap. 50 nach v. Wachenfeldt. B-5286. 14x3mm. Made in Germany.”,,,,bon,Aesculap,,-106,Agrafes avec boîte,
,4 pièces à main droites.Incription: “Imperator. D&Z. Made in Germany”,,,,bon,"D&Z, Germany",,-107,Outils dentaires,
,4 pièces à main avec angle. Incription: “Imperator. D&Z. Made in Germany”,,,,bon,"D&Z, Germany",,-108,Outils dentaires,
,2 pièces à main avec inclinaison. Inscription: “Kaltenbach & Voigt Biberach. Made in Western Germany”,,,,bon,Kaltenbach & Voigt Biberach,,-109,Outils dentaires,
,Pièce à main avec angle. Inscription: “Kaltenbach & Voigt Biberach. Made in Western Germany”,,,,bon,Kaltenbach & Voigt Biberach,,-110,Outil dentaire,
,Pièce à main avec angle. Inscription: “Supra-Combi. Kaltenbach & Voigt Biberach. Made in Western Germany”,,,,bon,Kaltenbach & Voigt Biberach,,-111,Outil dentaire,
,Seringue en métal avec réservoir en verre “Socorex. Swiss made”. Pompe en métal. Boîte en métal. Inscription sur le couvercle “Original-Record”,,,,bon,Socorex,,-112,Seringue avec boîte,
,Seringue en métal avec réservoir en verre gradué “Socorex. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert.”. Aiguille avec appui doigt. Boîte en métal. ,,,,bon. salissure,Socorex,,-113,Seringue avec boîte,
,"Seringue en métal avec réservoir gradué en verre “Swiss made”. Pompe en métal. Piston. Aiguille. Cache aiguille. Petit sachet. Boîte en métal, inscription sur le couvercle “Record”. ",,,,bon,,,-114,Seringue avec boîte,
,"Seringue en métal avec réservoir en verre gradué “Socorex. Swiss made”. Pompe en métal. Aiguille. Piston. Boîte en métal, inscription “Original-Record”. ",,,,bon. salissure,Socorex,,-115,Seringue avec boîte,
,"Seringue en métal avec réservoir en verre gradué. Boîte en métal, inscription sur couvercle “Original-Record. Drei Fackelring-Markt.”",,,,mauvais. salissure. verre brisé. ,,,-116,Seringue avec boîte,
,Seringue en métal avec réservoir en verre. Pompe en métal graduée. ,,,,bon. salissure,,,-117,Seringue,
,Seringue en métal avec réservoir en verre. Pompe en métal graduée. ,,,,bon. salissure. ,,,-118,Seringue,
,"Seringue en métal avec réservoir gradué en verre. Fabricant “ISBA, Swiss made”",,,,bon. salissure,ISBA,,-119,Seringue,
,"Seringue en métal avec réservoir gradué en verre. Fabricant “ISBA, Swiss made”",,,,bon,ISBA,,-120,Seringue,
,Seringue en métal avec réservoir gradué en verre. Anneau pour pouce. ,,,,moyen. salissure,Jena-Glas,,-121,Seringue,
,Seringue en métal avec réservoir gradué en verre. Inscription sur la pompe “Record DRGM” + logo. ,,,,moyen,,,-122,Seringue,
,Seringue en métal avec réservoir gradué en verre “ASU. Malix. Swiss made. Brev. dép. Interchangeable”,,,,bon.,ASU,,-123,Seringue,
,Seringue en métal avec réservoir gradué en verre “Swiss made”. Inscription sur la pompe “Sainteni Ess”,,,,bon. ,,,-124,Seringue,
,Seringue en métal avec réservoir gradué en verre “ISBA. Swiss made”.,,,,moyen. ,ISBA,,-125,Seringue ,
,Seringue en métal avec réservoir gradué en verre “ISBA. Swiss made”.,,,,moyen. ,ISBA,,-126,Seringue,
,2 seringues en métal avec réservoirs gradués en verre “ISBA. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”,,,,bon.,ISBA,,-127,Seringues,
,Seringue en métal avec réservoir gradué en verre “MALIX. Swiss made Brev. dép. Interchangeable”,,,,bon. ,MALIX,,-128,Seringue,
,Seringue en métal avec réservoir gradué en verre “Swiss made”. ,,,,bon. ,,,-129,Seringue,
,Seringue en métal avec réservoir gradué en verre “Socorex. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Standard 50”,,,,bon. ,Socorex,,-130,Seringue,
,Seringue en métal avec réservoir gradué en verre. ,,,,bon. ,,,545,Seringue,
,Seringue en métal avec réservoir gradué en verre “ISBA. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Standard 50”,,,,bon. ,ISBA,,-131,Seringue,
,Seringue en métal avec réservoir gradué en verre “Calibra. Swiss made. Interchangeable. Auswechselbar”. Sur la pompe “Calibra Steel”,,,,bon.,Calibra,,-132,Seringue,
,Seringue en métal avec réservoir gradué en verre “Socorex. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Standard 50”,,,,moyen. salissure,Socorex,,-133,Seringue,
,Seringue en métal avec réservoir gradué en verre “Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Stainless”,,,,bon. ,,,-134,Seringue,
,Seringue en métal avec réservoir gradué en verre. ,,,,bon. salissure,,,-135,Seringue,
,Seringue en métal avec réservoir gradué en verre “Swiss made”. ,,,,bon.,,,-136,Seringue,
,Seringue en métal avec réservoir gradué en verre “Sanitex. Swiss made. Interchangeable Austauschbar.” Inscription sur pompe “Sanitex Interch.”,,,,bon. ,Sanitex,,-137,Seringue,
,Seringue en métal avec réservoir gradué en verre “Swiss made”. ,,,,moyen. moisissures,,,-138,Seringue,
,Seringue en métal avec réservoir gradué en verre “Calibra. Swiss made. Interchangeable. Auswechselbar”. Sur la pompe “Calibra Steel”,,,,bon. salissure,Calibra,,-139,Seringue,
,Seringue en métal avec réservoir en verre. Inscription sur la pompe “Standard 50”,,,,bon.,,,-140,Seringue,
,Seringue en métal avec réservoir gradué en verre “Socorex. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Interchangeable Steinless-Steel”,,,,bon.,Socorex,,-141,Seringue,
,Seringue en métal avec réservoir gradué en verre “Sanitex. Swiss made. Interchangeable Austauschbar.” Inscription sur pompe “Sanitex Interch.”,,,,bon.,Sanitex,,-142,Seringue,
,Seringue en métal avec réservoir gradué en verre “ Calibra. Swiss made. Interchangeable. Auswechselbar”. Sur la pompe “Calibra Steel” ,,,,bon,Calibra,,-143,Seringue,
,Seringue en métal avec réservoir gradué en verre “ASU. Malix. Swiss made. Brev. dép. Interchangeable”,,,,bon.,ASU,,-144,Seringue,
,Seringue en métal avec réservoir gradué en verre.,,,,bon. salissure,,,-145,Seringue,
,Seringue en métal avec réservoir gradué en verre “ISBA. Swiss made.” ,,,,bon.,ISBA,,-146,Seringue,
,2 seringues en métal avec réservoirs gradués en verre “Socorex. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur les pompes “Interchangeable Steinless-Steel”,,,,bon.,Socorex,,-147,Seringues,
,Seringue en métal avec réservoir en verre. Pompe graduée. ,,,,bon.,,,616,Seringue,
,Seringue en métal avec réservoir gradué en verre “Socorex. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Interchangeable Steinless-Steel”,,,,bon.,Socorex,,-148,Seringue,
,Seringue en métal avec réservoir gradué en verre “Socorex. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Steinless”,,,,bon.,Socorex,,-149,Seringue,
,Seringue en métal avec réservoir gradué en verre. Logo sur le réservoir. ,,,,bon.,Henke,,-150,Seringue,
,Seringue en métal avec réservoir gradué en verre “ISBA. Swiss made. Standard 50. Sterilisation. Sterilization. Zusammengesetzt. Fully assembled. Interchangeable. Kalibriert”. Sur la pompe “Interchangeable Steinless-Steel”,,,,bon.,ISBA,,-151,Seringue,
,Seringue en métal avec réservoir gradué en verre “Swiss made”. Inscription effacée sur le réservoir. ,,,,bon.,,,-152,Seringue,
,Seringue en métal avec réservoir gradué en verre “ Calibra. Swiss made. Interchangeable. Auswechselbar”. Sur la pompe “Calibra Steel” ,,,,bon.,Calibra,,-153,Seringue,
,Seringue en métal avec réservoir gradué en verre “Injecta. Original Jena”. Inscription sur la pompe “Original Record”,,,,moyen. rouille.,Injecta,,-154,Seringue,
,Seringue en métal avec réservoir gradué en verre “Socorex. Swiss made”. Boîte en carton “Socorex. Original Record 200. 2ml”,,,,bon.,Socorex,,-155,Seringue avec boîte,
,Boîte circulaire perforée. Devine de la gaze et des aiguilles. ,,,,bon. n’arrive pas à ouvrir. ,,,-156,Boîte,
,Pince pour morcellement des amygdales (d’après l’étiquette).Dans lot “Prof. Terrier”,,,,bon.,Blanc & Cie.,,-157,Pince de Ruault,
,Cathéter et sonde courbées avec une hanse. Dans lot “Prof. Terrier”,,,,bon. quelques points de rouille,,,-158,Cathéter et sonde,
,Pince Mermod. Tire-mèches (selon l’étiquette)Dans lot “Prof. Terrier”,,,,"bon,",,,-159,Pince,
,Dans lot “Prof. Terrier”,,,,bon.,,,-160,Trocart,
,Trocarts à ponction (selon l’étiquette)Dans lot “Prof. Terrier”,,,,bon.,,,-161,Trocarts,
,Releveur d’épiglotte d’après A. Mermod. (selon l’étiquette)Dans lot “Prof. Terrier”.,,,,bon.,Schaerer,,-162,Releveur d’épiglotte,
,Releveur d’épiglotte d’après A. Mermod (d’après l’étiquette).Dans lot “Prof. Terrier”.,,,,bon.,,,-163,Releveur d’épiglotte,
,Brûleur à alcool (selon catalogue Schaerer) en verre.,,,,bon. salissure.,,,-164,Brûleur,
,Bassin rectangulaire en verre avec bec verseur,,,,bon.,,,-165,Bassin rectangulaire avec bec verseur,
,Boîte en métal vide. Fabricant “Aesculap”. ,,,,bon. salissure.,Aesculap,,-166,Boîte,
,Boîte en métal avec insigne “Hausmann A. G. St. Gallen Basel Davos Genève Zürich”.Un scarificateur à 12 lames38 ventouses de différentes tailles1 tige torsadée,,,,bon. ,Hausmann,,535,Kit ventouses,
,"- Boîte en verre avec couvercle en métal, fabricant “Assistent”. - Boîte en métal, inscription “Chirurgie femmes D IV Hôpital cantonal”- Boîte en métal avec couvercle glissant- Récipient en verre.",,,,bon. salissure. ,,,157,Boîtes,
,"- Boîte en verre avec couvercle en métal, fabricant “Assistent”. Etiquette sur le couvercle “STERIL CENTRALE”- Récipient en métal- Petite boîte en métal",,,,bon. salissure.,,,-168,Boîtes,
,"Pince pour chirurgie osseuse.Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille. ,"Collin, France",,410,Pince pour chirurgie osseuse,
,"Petit écarteur abdominal pour enfant. Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,bon. quelques points de rouille. ,,,401,Petit écarteur,
,"Ecarteur de Finocchietto, modifié selon Naef. Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille.,,,447,Écarteur,
,"Pince-gouge. Utilisation générale, pour résection osseuse. Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille.,Wilhelm Walb Nachfolger (?),,413,Pince chirurgicale,
,"2 écarteurs pour chirurgie thoracique. Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille.,"Collin, France",,412,Ecarteurs,
,"Ecarteur de Finocchietto, modifié selon Naef, son propre instrument, fabriqué par Amiguet. Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,environ 1950,moyen. rouille.,,,449,Ecarteur,
,"Marteau pour chirurgie.Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille. ,H.S.D.,,411,Marteau,
,"Pince à esquilles avec ressort (selon catalogue Schaerer).Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille. ,,,407,Pince chirurgicale,
,"Pince à esquilles avec ressort (selon catalogue Schaerer).Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,bon.,,,421,Pince chirurgicale,
,"Valve de Doyen (selon catalogue Schaerer).Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. usé. manche qui bouge.,,,-167,Valve,
,"Valve de Doyen (selon catalogue Schaerer).Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,bon.,,,-169,Valve,
,"2 bistouris pour ménisque (?)Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,bon. salissure.,Collin,,409,Bistouris,
,"Vrille d’un vilebrequin (selon catalogue Schaerer).Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990) ",,,,moyen. rouillé. ,,,419,Vilebrequin,
,"Pince pour chirurgie osseuse.Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,bon. points de rouille,"Collin, France",,-170,Pince pour chirurgie osseuse,
,"Pince à ressort.Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille.,,,-171,Pince chirurgicale,
,"Pince à ressort.Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille.,Collin,,-172,Pince chirurgicale,
,"Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990)",,,,moyen. rouille.,,,-173,Pince chirurgicale,
,"Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990).",,,,moyen. rouille. ,Collin,,-174,Pince chirurgicale,
,"Pince avec manche en forme de ciseau. Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990).",,,,bon. points de rouille sur le manche.,,,424,Pince chirurgicale,
,"Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990).",,,,bon. salissure.,,,427,Instrument chirurgical,
,"Instrument télescopique perforé au bout. Tête pivotante. Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990).",,,,moyen. rouille où ça pivote,,,428,Instrument chirurgical,
,"Clous pour l’humérus ou tibia (selon catalogue Aesculap).Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990).",,,,bon.,Aesculap,,426,Clous de Küntscher,
,"Clous pour le fémur (selon catalogue Aesculap).Dans lot “Dr. de Rham” (cf. Lettre à M. Rham, 7 juin 1990).",,,,bon.,Socorex,,425,Clous de Küntscher,
,"1 davier pour molaires, 1 davier pour racines (selon catalogue Schaerer)",,,,1 bon. 1 moyen avec rouille. ,Hausmann,,308,Daviers,
,Davier universel (d’après catalogue Schaerer),,,,moyen. rouille. ,,,313,Davier,
,Davier pour racines (selon catalogue Schaerer),,,,moyen.,Hausmann,,315,Davier,
,Davier pour molaires inférieures ou dents de sagesse inférieures (selon catalogue Schaerer),,,,bon. ,Waeber,,312,Davier,
,Davier pour incisives supérieurs et prémolaires (selon catalogue Schaerer),,,,moyen.,Hausmann,,307,Davier,
,Davier universel de Rauhe (selon catalogue Schaerer),,,,bon. quelques points de rouille.,Hausmann,,-175,Davier,
,Davier pour prémolaires inférieures (selon catalogue Schaerer),,,,bon.,,,-176,Davier,
,Davier pour dents de sagesse supérieures (selon catalogue Schaerer),,,,bon.,,,-177,Davier,
,"2 daviers pour molaires, 1 davier pour dents de sagesse supérieures (selon  catalogue Schaerer)",,,,bon.,,,309,Daviers,
,Davier pour prémolaires inférieure (selon catalogue Schaerer),,,,bon.,Hanhart & Ziegler,,-178,Davier,
,3 daviers ,,,,bon. quelques points de rouille. ,,,-179,Daviers,
,"Davier, forme anglaise, pour racines supérieures (selon catalogue Schaerer) ",,,,bon.,"W. Margot-Humbert, Lausanne",,186,Davier,
,Davier droit. Dents à l’intérieur de la pince. ,,,,bon.,,,-180,Davier,
,Davier pour dents de sagesse inférieures ou molaires inférieures (selon catalogue Schaerer). ,,,,bon.,,,-181,Davier,
,Davier pour dents de sagesse inférieures ou molaires inférieures (selon catalogue Schaerer). ,,,,bon.,A. Koelliker & CO. AG.,,-182,Davier,
,Davier pour dents de sagesse inférieures ou molaires inférieures (selon catalogue Schaerer). ,,,,moyen.,Hausmann,,314,Davier,
,"2 daviers universels de Rauhe, 1 davier pour prémolaires supérieures (selon catalogue Schaerer)",,,,2 bon. 1 moyen rouillé.,,,310,Daviers,
,"1 davier pour racines inférieures (selon catalogue Schaerer), 2 daviers tête à angle droit avec bouts arrondis",,,,1 bon. 2 moyen rouillés ,,,311,Daviers,
,Élévateur pour racines en métal. Manche.  Appui doigt. Tête inclinée à curette.,,,,bon.,,,184,Élévateur pour racines,
,Élévateur pour racines en métal.,,,,moyen. manche abîmé. ,,,-183,Élévateur pour racines,
,2 élévateurs pour racines.  Manche.  Appui doigt. Tête inclinée à curette.,,,,moyen. rouille.,,,-184,Élévateurs pour racines,
,Lot de 8 instruments de gynécologie (?),,,,bon.,,,571,Instruments chirurgicaux,
,"2 pinces de gynécologie (?), dont 1 avec tête courbée avec dents et 1 avec tête à angle droit à curette.",,,,moyen.,,,705,Pinces chirurgicales,
,"Sonde droite, 2 petits anneaux à la base. ",,,,moyen.,,,-185,Sonde,
,2 sondes,,,,moyen. rouillé.,,,703,Sondes,
,"Pince à abaissement, gynécologie (selon catalogue Schaerer). ",,,,bon. ,,,707,Pince chirurgicale,
,Lots de 9 sondes courbées. 8 à manche en forme de papillon et 1 à manche en forme de spatule.  ,,,,bon.,,,694,Sondes,
,2 pinces de gynécologie (?) ,,,,bon. ,,,706,Pinces chirurgicales,
,Sonde. 2 petites anneaux à la base. ,,,,moyen.,,,-186,Sonde,
,Lots de 11 mandrins de différentes tailles. ,,,,bon.,,,800,Mandrins,
,Sonde. 2 petits anneaux à la  base. ,,,,moyen. ,,,-187,Sonde,
,Lots de 9 sondes de différents tailles et formes. ,,,,bon.,,,695,Sondes,
,Lots de 9 mandrins de différents tailles. ,,,,bon.,,,690,Mandrins,
,Lots de 11 sondes courbées. ,,,,bon.,,,303,Sondes,
,Instrument obstétrique. Pelvimètre (?),,,,bon. ,,,49,Instrument chirurgical,
,Lots de 4 sondes courbées de différentes tailles. ,,,,bon.,,,-188,Sondes,
,Lots de 16 sondes courbées de différentes tailles. ,,,,bon.,Hausmann,,687,Sonde,
,Lots de 6 instruments gynécologiques. ,,,,bon.,,,688,Instruments chirurgicaux,
,Lots de 3 instruments gynécologiques.,,,,bon.,André Maier,,691,Instruments chirurgicaux,
,Lots de 8 curettes (pour gynécologie?).1 tranchante pleine1 dentées6 tranchantes creuses,,,,moyen.,,,696,Curettes,
,Ciseau (pour gynécologie ou obstétrique?) ,,,,bon.,,,-189,Instrument chirurgical,
Pharmacie,Boîte de pastilles. ,,Pharmacie - Pharmacologie,,bon. ,"Laboratoires Sauter S.A., Genève",,-190,Pastilles SODRI,
Pharmacie,Boîte Poudres KAFA,,Pharmacie - Pharmacologie,,moyen. rouille. ,"Pharmacie Principale, Genève",,-191,Poudres KAFA,
Pharmacie,Boîtes de pastilles du Dr. Belloc.,,Pharmacie - Pharmacologie,,bon.,"Vaillant-Deferesne, G Torchon, Paris",,-192,Pastilles du Dr. Belloc,
Pharmacie,Boîte d’aspirines Métaspirine,,Pharmacie - Pharmacologie,,bon.,"Laboratoires Paul-Métadier, Tours",,-193,Métaspirine,
Pharmacie,Boîtes de Ripason,,Pharmacie - Pharmacologie,,bon.,"Robapharm, Laoratoriums AG. Basel",,-194,Ripason,
,"Boîtes de cachets d’Opocalcium irradié, ",,,,bon.,"Albert Ranson, Paris",,-195,Cachets Opocalcium irradié,
Pharmacie,Petite bouteille en verre. Inscription “Ne pas avaler”,,Pharmacie - Pharmacologie,,bon.,,,-196,Flacon,
Pharmacie,Boîte de coton chirurgical FLAWA (coton à l’intérieur). ,,Pharmacie - Pharmacologie,,bon.,FLAWA,,-197,Boîte de coton chirurgical,
Pharmacie,Flacon de gouttes MAGALO,,Pharmacie - Pharmacologie,,bon. ,"M. Bouvet, Paris",,-198,Gouttes MAGALO,
Pharmacie,Boîte de crème. ,,Pharmacie - Pharmacologie,,bon.,Marquise Pompadour,,-199,Crème,
Pharmacie,Boîte de bandage élastique adhésif Elastoplat,,Pharmacie - Pharmacologie,,bon.,"T.J. Smith & Nephew LTD, England",,-200,Bandage Elastoplast,
Pharmacie,Boîte de Sandosten-Calcium.,,Pharmacie - Pharmacologie,,bon. ,Sandoz,,-201,Boîte de Sandosten-Calcium,
Pharmacie,Boîtes de bandages pour les doigts Gazefix avec notice d’emballage. ,,Pharmacie - Pharmacologie,,bon.,"Vadi, Petit-Lancy, Genève",,-202,Bandages pour les doigts Gazefix,
Pharmacie,Boîte de Bourget Probios granulé. ,,Pharmacie - Pharmacologie,,moyen.,"Laboratoires Probios, Paris",,-203,Granulés Bourget Probios,
Pharmacie,Boîtes de 30 cachets Kalmine. ,,Pharmacie - Pharmacologie,,bon.,"Paul Métadier, France",,-204,Cachets Kalmine,
Pharmacie,"2 boîtes (1 en métal, 1 en plastique) d’Aspirine.",,Pharmacie - Pharmacologie,,bon.,Usines du Rhône,,-205,Aspirine,
Pharmacie,Flacon en verre dans boîte en métal. Etiquette “Jodtinktur. Teinture d’iode”. ,,Pharmacie - Pharmacologie,,bon.,,,-206, Flacon Teinture d’iode,
Pharmacie,Petite boîte en carton. Ecriture manuscrite “Mme ?. 4 par jour au début des repas”,,Pharmacie - Pharmacologie,,bon. ,"R. Suard, Genève",,-207,Boîte,
Pharmacie,Petite boîte Albuplast. ,,Pharmacie - Pharmacologie,,bon.,Jean Herre,,-208,Boîte Albuplast,
Pharmacie,Comprimés laxatifs Végélax,,Pharmacie - Pharmacologie,,bon.,"Institut de physiologie appliquée, Paris",,-209,Comprimés Végélax,
Pharmacie,"Boîte de 20 comprimés Phénergan (comprimés à l’intérieur), notice d’emballage. ",,Pharmacie - Pharmacologie,,bon.,"Specia, Paris",,-210,Comprimés Phénergan,
Pharmacie,Flacon Laxativa. ,,Pharmacie - Pharmacologie,,bon.,,,-211,Flacon Laxativa,
Pharmacie,Boîte Vasenol-Wund-und-Kinder-Puder. ,,Pharmacie - Pharmacologie,,bon.,"Arthur Köpp, Leipzig-München-Düsseldorf",,-212,Poudre Vasenol,
Pharmacie,Flacon dans boîte Teinture d’iode Jodtinktur,,Pharmacie - Pharmacologie,,bon.,"Pharmacie Principale, Genève",,-213,Flacon Teinture d’iode,
Pharmacie,Bouteille en verre Eau de Mélisse des Carmes. ,,Pharmacie - Pharmacologie,,bon.,"Boyer, Paris",,-214,Bouteille Eau des Carmes ,
Pharmacie,Boîte Grains Miraton Chatel-Guyon,,Pharmacie - Pharmacologie,,bon.,"R.J. Soudan, Paris",,-215,Grains Miraton,
Pharmacie,Boîte en métal de 100 comprimés Calcium-D-Redoxon “ROCHE”. ,,Pharmacie - Pharmacologie,,bon.,"S.A. F. Hoffmann-La Roche & Co. A.G., Bâle",,-216,Comprimés Calcium-D-Redoxon,
Pharmacie,"Fiole de 50 dragées dans boîte en carton Kina-Redoxon “ROCHE”, avec notice d’emballage. ",,Pharmacie - Pharmacologie,,bon.,"S.A. F. Hoffmann-La Roche & Co. A.G., Bâle",,-217,Dragées Kina-Redoxon,
Pharmacie,Boîte en métal Histogénol Naline Granulé. ,,Pharmacie - Pharmacologie,,moyen. rouille,"A. Mouneyrat, Villeneuve-La Garenne",,-218,Granulés Histogénol,
Pharmacie,Boîte en métal de 50 paquets de sel Vichy-Etat,,Pharmacie - Pharmacologie,,moyen. cabossée. ,,,-219,Sel Bichy-Etat,
Pharmacie,Boîte de tisane des Amis. ,,Pharmacie - Pharmacologie,,bon.,"Pharmacie Nouvelle, Genève ",,-220,Tisane des Amis,
Pharmacie,Petit paquet avec bandage stérile pour les doigts. ,,Pharmacie - Pharmacologie,,bon.,,,-221,Bandage pour les doigts stérile,
Pharmacie,Paquet de bandage stérile. ,,Pharmacie - Pharmacologie,,bon. ,,,-222,Bandage stérile,
Pharmacie,Tube RHUS toxicodendron. ,,Pharmacie - Pharmacologie,,moyen. ,"Laboratoires Boiron, Lyon",,-223,Granulés RHUS toxicodendron,
Pharmacie,Boîte en en carton. ,,Pharmacie - Pharmacologie,,moyen.,"J. Martin, Genève",,-224,Boîte pharmacie,
Pharmacie,Boîte en métal de pastilles Valda. ,,Pharmacie - Pharmacologie,,bon.,"Pharmacie principale, H. Canonne, Paris",,-225,Pastilles Valda,
Pharmacie,Boîte en carton. 2 dessins de boîtes “Herold DRGM” sur le couvercle. ,,Pharmacie - Pharmacologie,,moyen.,,,-226,Boîte Herold DRGM,
