ID,Image,Title,Category,Domain,Matching,Description,Documentation,Date,Condition,Creator,Materials,Origin
6170,6170.jpg,Marteaux à réflexes,Diagnostic,Orthopédie,40,"Lot de 4 marteaux à réflexes à manche de métal, extrémité caoutchouc, un manche gradué en cm.",,XXème s.,,,,Collections privées
6407,6407.jpg,Douche vaginale,Soins d'hygiène,,72&456,Poire en caoutchouc rouge munie d’un embout noir en bakélite pour douche vaginale ou irrigation,,XXème s.,,,,
7120,7120.jpg,Elévateur de racines,Chirurgie générale,,450,2 Elévateurs de racines avec manche en ébonite,,XXème s.,,,,
1,IHM-0001.jpg,Trocart du Docteur Cardis,"Pneumologie, phtisiologie",Pneumologie,160,"Boîte en métal avec inscription: “ TROCART DU DOCTEUR CARDIS. DEPOSE N° 29734 DUFFAUD _ CONSTRUCTEUR PARIS”Contient: mode d’emploi, 3 trocarts, une longue tige (aiguille à pneumothorax pour apprécier l’épaisseur des téguments?), 2 ailettes, 3 autres pièces (canules?), tube de verre contenant des pastilles en résine/plastique.",,1930,bon,"Duffaud, Paris","métal, verre, résine",
2,IHM-0002.jpg,Trocart (Docteur Cardis?),"Pneumologie, phtisiologie",Pneumologie,160,"Boite en métal avec logo Duffaud, Paris. Contient 3 trocarts, une aiguille (?), 2 ailettes, 3 petites pièces (?).",,1930 environ,"bon, mais rouille dans la boîte","Duffaud, Paris",métal,
3,IHM-0003.jpg,Echelle d’intelligence de Wechsler pour enfants WISC-R,Pédiatrie,Psychiatrie,3009,"Boîte verte, inscriptions: Echelle d’intelligence de Wechsler-Bellevue-1; Centre de psychologie appliquée, square Jouvenet Paris 16e. Edité avec l’autorisation de The Psychological Corporation, New York.Contenu:* 5 boîtes d’assemblage d’objets. Portent toutes le tampon CMPP 30 rue A. Bonnenfant 30, ST-Germain-en-Laye 78100, Téléphone 451.52.77- boîte A: automobile, complète-- boîte P: pomme, complète- boîte C: cheval, manque une patte- boîte V: visage, complète- boîte F: fillette, complète* boîte de cubes: complète, avec exercices à suivre à l’intérieur*calepin (incomplet) de compléments d’images et de problèmes*boîte arrangement d’images (semble complète)* fiche examinateur pour test d’assemblage d’objets",,1960s,Bon,,"Carton, divers",
4,IHM-0004.jpg,Instrument chirurgical,,,450,Manche avec tête amovible.,,,bon,Krupp-V2A,,
5,IHM-0005.jpg,Instrument chirurgical,,,450,Tige en métal recourbée avec pointe en “vis”,,,Bon,,,
6,IHM-0006.jpg,Instrument chirurgical,,,450,"Tige en métal recourbée, bout de type “vis”",,,bon,"Duffaud, Paris",,
7,IHM-0007.jpg,Instruments chirurgicaux,,,450,"2 tiges en métal, droites avec extrémité en “vis”",,,bon,,,
70,IHM-0070.jpg,Davier,,,27,Davier pour racines inférieures. (Selon catalogue Schaerer),,,bon. quelques points de rouille,,,
71,IHM-0071.jpg,Davier,,,27,Davier pour prémolaires inférieures. (Selon catalogue Schaerer),,,bon. quelques points de rouille,,,
72,IHM-0072.jpg,Davier,,,27,Davier pour molaires. (Selon catalogue Schaerer),,,bon. quelques points de rouille,,,
73,IHM-0073.jpg,Davier,,,27,Davier pour molaires inférieures. (Selon catalogue Schaerer),,,bon. quelques points de rouille,,,
74,IHM-0074.jpg,Davier,,,27,Davier pour prémolaires supérieures. (Selon catalogue Schaerer),,,bon. quelques point de rouille,,,
75,IHM-0075.jpg,Davier,,,27,Davier pour molaires. (Selon catalogue Schaerer),,,bon. quelques points de rouille,,,
76,IHM-0076.jpg,Davier,,,27,Davier pour racines supérieures.  (Selon catalogue Schaerer),,,bon. quelques points de rouille,,,
77,IHM-0077.jpg,Davier,,,27,Davier univers avec articulation aseptique. (Selon catalogue Schaerer),,,bon. quelques points de rouille,,,
78,IHM-0078.jpg,Élévateur pour racines,,,27,Elévateur pour racines en métal. Appui doigt. Tête à curette.,,,moyen. rouillé.,,,
80,IHM-0080.jpg,Pulvérisateur de Lucas-Championnière,,,72,Pulvérisateur à vapeur et phénol de type Lister,,vers 1880,bon,,,
107,IHM-0107.jpg,Outils dentaires,,,27,4 pièces à main droites.Incription: “Imperator. D&Z. Made in Germany”,,,bon,"D&Z, Germany",,
108,IHM-0108.jpg,Outils dentaires,,,27,4 pièces à main avec angle. Incription: “Imperator. D&Z. Made in Germany”,,,bon,"D&Z, Germany",,
109,IHM-0109.jpg,Outils dentaires,,,27,2 pièces à main avec inclinaison. Inscription: “Kaltenbach & Voigt Biberach. Made in Western Germany”,,,bon,Kaltenbach & Voigt Biberach,,
110,IHM-0110.jpg,Outil dentaire,,,27,Pièce à main avec angle. Inscription: “Kaltenbach & Voigt Biberach. Made in Western Germany”,,,bon,Kaltenbach & Voigt Biberach,,
111,IHM-0111.jpg,Outil dentaire,,,27,Pièce à main avec angle. Inscription: “Supra-Combi. Kaltenbach & Voigt Biberach. Made in Western Germany”,,,bon,Kaltenbach & Voigt Biberach,,
175,IHM-0175.jpg,Davier,,,27,Davier universel de Rauhe (selon catalogue Schaerer),,,bon. quelques points de rouille.,Hausmann,,
176,IHM-0176.jpg,Davier,,,27,Davier pour prémolaires inférieures (selon catalogue Schaerer),,,bon.,,,
177,IHM-0177.jpg,Davier,,,27,Davier pour dents de sagesse supérieures (selon catalogue Schaerer),,,bon.,,,
178,IHM-0178.jpg,Davier,,,27,Davier pour prémolaires inférieure (selon catalogue Schaerer),,,bon.,Hanhart & Ziegler,,
179,IHM-0179.jpg,Daviers,,,27,3 daviers,,,bon. quelques points de rouille.,,,
180,IHM-0180.jpg,Davier,,,27,Davier droit. Dents à l’intérieur de la pince.,,,bon.,,,
181,IHM-0181.jpg,Davier,,,27,Davier pour dents de sagesse inférieures ou molaires inférieures (selon catalogue Schaerer).,,,bon.,,,
182,IHM-0182.jpg,Davier,,,27,Davier pour dents de sagesse inférieures ou molaires inférieures (selon catalogue Schaerer).,,,bon.,A. Koelliker & CO. AG.,,
183,IHM-0183.jpg,Élévateur pour racines,,,27,Élévateur pour racines en métal.,,,moyen. manche abîmé.,,,
184,IHM-0184.jpg,Élévateurs pour racines,,,27,2 élévateurs pour racines.  Manche.  Appui doigt. Tête inclinée à curette.,,,moyen. rouille.,,,
190,IHM-0190.jpg,Pastilles SODRI,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de pastilles.,,,bon.,"Laboratoires Sauter S.A., Genève",,
191,IHM-0191.jpg,Poudres KAFA,Pharmacie,Pharmacie - Pharmacologie,160,Boîte Poudres KAFA,,,moyen. rouille.,"Pharmacie Principale, Genève",,
192,IHM-0192.jpg,Pastilles du Dr. Belloc,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de pastilles du Dr. Belloc.,,,bon.,"Vaillant-Deferesne, G Torchon, Paris",,
193,IHM-0193.jpg,Métaspirine,Pharmacie,Pharmacie - Pharmacologie,160,Boîte d’aspirines Métaspirine,,,bon.,"Laboratoires Paul-Métadier, Tours",,
194,IHM-0194.jpg,Ripason,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de Ripason,,,bon.,"Robapharm, Laoratoriums AG. Basel",,
196,IHM-0196.jpg,Flacon,Pharmacie,Pharmacie - Pharmacologie,160,Petite bouteille en verre. Inscription “Ne pas avaler”,,,bon.,,,
197,IHM-0197.jpg,Boîte de coton chirurgical,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de coton chirurgical FLAWA (coton à l’intérieur).,,,bon.,FLAWA,,
198,IHM-0198.jpg,Gouttes MAGALO,Pharmacie,Pharmacie - Pharmacologie,160,Flacon de gouttes MAGALO,,,bon.,"M. Bouvet, Paris",,
199,IHM-0199.jpg,Crème,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de crème.,,,bon.,Marquise Pompadour,,
200,IHM-0200.jpg,Bandage Elastoplast,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de bandage élastique adhésif Elastoplat,,,bon.,"T.J. Smith & Nephew LTD, England",,
201,IHM-0201.jpg,Boîte de Sandosten-Calcium,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de Sandosten-Calcium.,,,bon.,Sandoz,,
202,IHM-0202.jpg,Bandages pour les doigts Gazefix,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de bandages pour les doigts Gazefix avec notice d’emballage.,,,bon.,"Vadi, Petit-Lancy, Genève",,
203,IHM-0203.jpg,Granulés Bourget Probios,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de Bourget Probios granulé.,,,moyen.,"Laboratoires Probios, Paris",,
204,IHM-0204.jpg,Cachets Kalmine,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de 30 cachets Kalmine.,,,bon.,"Paul Métadier, France",,
205,IHM-0205.jpg,Aspirine,Pharmacie,Pharmacie - Pharmacologie,160,"2 boîtes (1 en métal, 1 en plastique) d’Aspirine.",,,bon.,Usines du Rhône,,
206,IHM-0206.jpg,Flacon Teinture d’iode,Pharmacie,Pharmacie - Pharmacologie,160,Flacon en verre dans boîte en métal. Etiquette “Jodtinktur. Teinture d’iode”.,,,bon.,,,
207,IHM-0207.jpg,Boîte,Pharmacie,Pharmacie - Pharmacologie,160,Petite boîte en carton. Ecriture manuscrite “Mme ?. 4 par jour au début des repas”,,,bon.,"R. Suard, Genève",,
208,IHM-0208.jpg,Boîte Albuplast,Pharmacie,Pharmacie - Pharmacologie,160,Petite boîte Albuplast.,,,bon.,Jean Herre,,
209,IHM-0209.jpg,Comprimés Végélax,Pharmacie,Pharmacie - Pharmacologie,160,Comprimés laxatifs Végélax,,,bon.,"Institut de physiologie appliquée, Paris",,
210,IHM-0210.jpg,Comprimés Phénergan,Pharmacie,Pharmacie - Pharmacologie,160,"Boîte de 20 comprimés Phénergan (comprimés à l’intérieur), notice d’emballage. ",,,bon.,"Specia, Paris",,
211,IHM-0211.jpg,Flacon Laxativa,Pharmacie,Pharmacie - Pharmacologie,160,Flacon Laxativa.,,,bon.,,,
212,IHM-0212.jpg,Poudre Vasenol,Pharmacie,Pharmacie - Pharmacologie,160,Boîte Vasenol-Wund-und-Kinder-Puder.,,,bon.,"Arthur Köpp, Leipzig-München-Düsseldorf",,
213,IHM-0213.jpg,Flacon Teinture d’iode,Pharmacie,Pharmacie - Pharmacologie,160,Flacon dans boîte Teinture d’iode Jodtinktur,,,bon.,"Pharmacie Principale, Genève",,
214,IHM-0214.jpg,Bouteille Eau des Carmes,Pharmacie,Pharmacie - Pharmacologie,160,Bouteille en verre Eau de Mélisse des Carmes.,,,bon.,"Boyer, Paris",,
215,IHM-0215.jpg,Grains Miraton,Pharmacie,Pharmacie - Pharmacologie,160,Boîte Grains Miraton Chatel-Guyon,,,bon.,"R.J. Soudan, Paris",,
216,IHM-0216.jpg,Comprimés Calcium-D-Redoxon,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal de 100 comprimés Calcium-D-Redoxon “ROCHE”.,,,bon.,"S.A. F. Hoffmann-La Roche & Co. A.G., Bâle",,
217,IHM-0217.jpg,Dragées Kina-Redoxon,Pharmacie,Pharmacie - Pharmacologie,160,"Fiole de 50 dragées dans boîte en carton Kina-Redoxon “ROCHE”, avec notice d’emballage. ",,,bon.,"S.A. F. Hoffmann-La Roche & Co. A.G., Bâle",,
218,IHM-0218.jpg,Granulés Histogénol,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal Histogénol Naline Granulé.,,,moyen. rouille,"A. Mouneyrat, Villeneuve-La Garenne",,
219,IHM-0219.jpg,Sel Bichy-Etat,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal de 50 paquets de sel Vichy-Etat,,,moyen. cabossée.,,,
220,IHM-0220.jpg,Tisane des Amis,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de tisane des Amis.,,,bon.,"Pharmacie Nouvelle, Genève ",,
221,IHM-0221.jpg,Bandage pour les doigts stérile,Pharmacie,Pharmacie - Pharmacologie,160,Petit paquet avec bandage stérile pour les doigts.,,,bon.,,,
222,IHM-0222.jpg,Bandage stérile,Pharmacie,Pharmacie - Pharmacologie,160,Paquet de bandage stérile.,,,bon.,,,
223,IHM-0223.jpg,Granulés RHUS toxicodendron,Pharmacie,Pharmacie - Pharmacologie,160,Tube RHUS toxicodendron.,,,moyen.,"Laboratoires Boiron, Lyon",,
224,IHM-0224.jpg,Boîte pharmacie,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en en carton.,,,moyen.,"J. Martin, Genève",,
225,IHM-0225.jpg,Pastilles Valda,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal de pastilles Valda.,,,bon.,"Pharmacie principale, H. Canonne, Paris",,
226,IHM-0226.jpg,Boîte Herold DRGM,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en carton. 2 dessins de boîtes “Herold DRGM” sur le couvercle.,,,moyen.,,,
227,IHM-0227.jpg,Uraseptine,Pharmacie,Pharmacie - Pharmacologie,160,Flacon d’Uraseptine.,,,bon.,"Laboratoire Henry Rogier, Paris",,
228,IHM-0228.jpg,Révulsif Adrian,Pharmacie,Pharmacie - Pharmacologie,160,Flacon de Révulsif Adrian.,,,bon.,"Laboratoires Adrian, Courbevoie",,
229,IHM-0229.jpg,Capsules ISOTYL-AO12,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de 30 capsules ISOTYL-AO12,,,bon.,"Laboratoires BYLA, Paris",,
230,IHM-0230.jpg,Boîte pharmacie,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en carton. Inscription manuscrite “M. ? 4 à 6 par jour avec du lait”.,,,moyen.,Société coopérative des pharmacies populaires de Genève,,
231,IHM-0231.jpg,Tablettes de Chlorhydrate de Morphine,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de tablettes hypodermiques de chlorhydrate de morphine. 2 tubes (avec tablettes).,,,bon.,"Parke, Davis & Cie., Londres",,
232,IHM-0232.jpg,Teinture d’Arnica,Pharmacie,Pharmacie - Pharmacologie,160,Flacon de teinture d’arnica.,,,bon.,"Pharmacie Centrale, A. Grandvaux, Lons-le-Saunier",,
233,IHM-0233.jpg,Boîte pharmacie,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en carton. Inscription manuscrite “M. ? 4 à 6 par jour avec du lait”.,,,bon.,Société coopérative des pharmacies populaires de Genève,,
234,IHM-0234.jpg,Anis à la réglisse,Pharmacie,Pharmacie - Pharmacologie,160,Boîte d’anis à la réglisse de l’abbaye de Flavigny.,,,bon.,Troubat-Flavigny,,
235,IHM-0235.jpg,Huile d’immersion,Pharmacie,Pharmacie - Pharmacologie,160,Flacon d’huile d’immersion Leitz Wetzlar.,,,bon.,Leitz Wetzlar,,
239,IHM-0239.jpg,Gouge,"Orthopédie, traumatologie",,457,,,XXème s.,,,,
240,IHM-0240.jpg,Stéthoscope,Diagnostic,,40,"Stéthoscope monoaural tourné, démontable, en bois d’aulnes.",,XXème s.,,,,
240,IHM-0240.jpg,Passe-fil,"Orthopédie, traumatologie",,457,,,XXème s.,,,,
241,IHM-0241.jpg,Passe-fil,"Orthopédie, traumatologie",,457,,,Fin XIXème s.,,,,
242,IHM-0242.jpg,Aiguille de Reverdin,"Orthopédie, traumatologie",,457,,,XXème s.,,Medicon,,
244,IHM-0244.jpg,Pilulier / planche à pilules ?,,,160,Pilulier (?) en bois et en acier.,,,bon.,,,
245,IHM-0245.jpg,Planche à pilules,,,160,Pilulier (?) en bois.,,,bon.,,,
246,IHM-0246.jpg,Planche à pilules,,,160,Pilulier (?) en verre et en métal.,,,bon.,,,
248,IHM-0248.jpg,Couteau annulaire,ORL,,458,cf. Schaerer p. 704,,,,,,"Dr Eric Rochat, St-Légier"
251,IHM-0251.jpg,Boîte de coupes histologiques,,,100,"Boîte cartonnée verte et coupes dans plaques de verre, matière organique. 77 coupes sur 100 rangs. (cf. Bordereau de versement, 10.10.2011)",,1960-1980,bon.,,,
252,IHM-0252.jpg,Boîte de coupes histologiques,,,100,"Boîte cartonnée verte et coupes dans plaques de verre, matière organique. 89 coupes sur 100. (cf. Bordereau de versement, 10.10.2011)",,1960-1980,bon.,,,
253,IHM-0253.jpg,Boîte de coupes histologiques,,,100,"Boîte cartonéée verte et coupes dans plaques de verre, matière organique. 91 coupes sur 100. (cf. Bordereau de versement, 10.10.2011)",,1960-1980,bon.,,,
254,IHM-0254.jpg,Boîte de coupes histologiques,,,100,"Boîte cartonnée noire et coupes dans plaques en verre, matière organique. 95 coupes sur 100.(cf. Bordereau de versement, 10.10.2011)",,1960-1980,bon.,,,
255,IHM-0255.jpg,Boîte de coupes histologiques,,,100,"Boîte cartonnée noire et coupes dans plaques en verre, matière organique. 91 coupes sur 100. ",,1960-1980,,,,
263,IHM-0263.jpg,Speculum,,,456,(cf. feuille “FONDS” dans la boîte),,,bon.,Bott & Walla,,
301,IHM-0301.jpg,Implantable demand-type puls generator (boîte),Chirurgie cardiaque,,451,“Starr.Edwards. Implantable demand-type pulse generator. Model 8114 serial No. 2142 use before 3-15-73. Edwards laboratories”,,,bon.,Laboratoires Edward,,
308,IHM-0308.jpg,Sphygmographe,,,40,Smygmographe dans étui. Inscription sur le couvercle: “Sphygmographe de Marey”,,,bon.,,,
310,IHM-0310.jpg,Sphygmoraphe,,,40,Sphygmoraphe dans étui. Etiquette à l’intérieur “Réparée et révision complète juin 1962”,,,bon.,,,
311,IHM-0311.jpg,Sphygmoraphe,,,40,Sphygmoraphe dans étui.,,,bon.,,,
319,IHM-0319.jpg,Sonde cannelée,Chirurgie générale,,450,Sonde cannelée (selon catalogue Schaerer).,,,bon.,,,
320,IHM-0320.jpg,Porte-coton,Chirurgie générale,,450,Porte-coton (selon catalogue Schaerer).,,,bon.,,,
321,IHM-0321.jpg,Pince,Chirurgie générale,,450,,,,bon.,,,
322,IHM-0322.jpg,Ciseaux,Chirurgie générale,,450,Ciseaux à pansement ou plâtre (?).,,,bon.,,,
323,IHM-0323.jpg,Sonde,Chirurgie générale,,450,,,,bon.,,,
325,IHM-0325.jpg,,Chirurgie générale,,450,,,,bon.,,,
326,IHM-0326.jpg,Couteau,Chirurgie générale,,450,Petit couteau vissé à un manche.,,,bon.,,,
328,IHM-0328.jpg,Couteau ou bistouri ?,Chirurgie générale,,450,Inscirption sur le manche “Hausmann St. Gallen DRGM 146831 7786”,,,bon.,"Hausmann, Saint-Galle",,
329,IHM-0329.jpg,Abaisse-langue,Chirurgie générale,,450,Abaisse-langue à échelle (selon catalogue AESCULAP),,,bon.,Chirurg,,
330,IHM-0330.jpg,Pinces,Chirurgie générale,,450,2 pinces,,,bon.,,,
331,IHM-0331.jpg,Ecarteurs,Chirurgie générale,,450,Ecarteurs (?).,,,bon.,,,
332,IHM-0332.jpg,Pincette,Chirurgie générale,,450,Pincette à griffes.,,,bon.,V2A,,
333,IHM-0333.jpg,Pincette,Chirurgie générale,,450,,,,bon.,V2A,,
334,IHM-0334.jpg,Pincette,Chirurgie générale,,450,,,,bon.,"Intramed, Swiss made",,
335,IHM-0335.jpg,Pince,Chirurgie générale,,450,Pince avec manche ciseau.,,,bon.,Bott & Walla,,
336,IHM-0336.jpg,Ciseaux,Chirurgie générale,,450,Petit logo d’une épée et d’un écusson.,,,bon.,,,
337,IHM-0337.jpg,Ciseaux,Chirurgie générale,,450,,,,bon.,,,
338,IHM-0338.jpg,Pincette,Chirurgie générale,,450,,,,bon.,Hausmann,,
339,IHM-0339.jpg,Pincette,Chirurgie générale,,450,,,,bon.,Hausmann,,
340,IHM-0340.jpg,Poignées pour scie à ruban (scie Gigli ?),Chirurgie générale,,450,,,,bon.,,,
341,IHM-0341.jpg,Poignées pour scie à ruban (scie Gigli ?),Chirurgie générale,,450,,,,bon.,,,
342,IHM-0342.jpg,Sac d’aiguilles,Chirurgie générale,,450,Petit sac avec inscription “Needles”. (aiguilles à l’intérieur?),,,bon.,,,
343,IHM-0343.jpg,Pince,Chirurgie générale,,450,Pince avec manche ciseaux.,,,moyen. rouille.,,,
344,IHM-0344.jpg,Pince,Chirurgie générale,,450,Pince. Manche ciseaux. Tête à angle droit.,,,moyen. rouille.,Bott & Walla,,
346,IHM-0346.jpg,Aiguilles à suturer,Chirurgie générale,,450,2 aiguilles à suturer de taille différente,,,bon.,,,
347,IHM-0347.jpg,Lot d’aiguilles à seringue,Chirurgie générale,,450,Lot de 11 grandes aiguilles à seringue.,,,bon.,,,
348,IHM-0348.jpg,Instrument pour prendre une goutte de sang (lancette à ressort ou lancette stylo),Chirurgie générale,,450,Instrument pour prendre une goutte de sang (selon catalogue Schaerer).,,,bon.,,,
349,IHM-0349.jpg,Thérmomètre,Chirurgie générale,,450,"Petit thermomètre dans étui en métal. De 35 à 43 C. Inscriptions:  “1 minute”, “426”. ",,,bon.,,,
350,IHM-0350.jpg,Sondes,Chirurgie générale,,450,Lot de 3 sondes.,,,bon.,,,
351,IHM-0351.jpg,Aiguilles de Mooij,Chirurgie générale,,450,3 aiguilles de Mooij (selon catalogue Schaerer).,,,bon.,,,
352,IHM-0352.jpg,Aiguille de Mooij,Chirurgie générale,,450,Aiguille de Mooij à manche fenêtré (selon catalogue Schaerer),,,moyen. rouille.,,,
353,IHM-0353.jpg,Aiguille à ligature,Chirurgie générale,,450,Aiguille à ligature (selon catalogue Shaerer). Inscription “ORL”,,,bon.,Schmied.,,
354,IHM-0354.jpg,Aiguille,Chirurgie générale,,450,,,,bon.,Endrun,,
355,IHM-0355.jpg,Aiguilles,Chirurgie générale,,450,3 aiguilles stériles. “Steril Disposable Jintan Needle 21G1 +/” Non-toxic pyrogen-free”,,,bon.,,,
356,IHM-0356.jpg,Sonde,Chirurgie générale,,450,,,,bon.,,,
357,IHM-0357.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,Pruneau,,
358,IHM-0358.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
359,IHM-0359.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,D. SImaz,,
360,IHM-0360.jpg,Ciseaux,Chirurgie générale,,450,,,,moyen. rouille.,,,
361,IHM-0361.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,Hausmann,,
362,IHM-0362.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
363,IHM-0363.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
364,IHM-0364.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
365,IHM-0365.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
366,IHM-0366.jpg,Pince,Chirurgie générale,,450,Dessin d’un poisson sur le manche.,,,moyen. rouille.,,,
367,IHM-0367.jpg,Pince,Chirurgie générale,,450,La moitié qui forme un “U” est perforée.,,,moyen. rouille.,,,
368,IHM-0368.jpg,Pince,Chirurgie générale,,450,Moitié d’une pince.,,,moyen. rouille.,,,
369,IHM-0369.jpg,Trocart,Chirurgie générale,,450,,,,Incomplet.,,,
370,IHM-0370.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,"Collin, France",,
371,IHM-0371.jpg,Pince,Chirurgie générale,,450,,,,bon.,Hausmann,,
372,IHM-0372.jpg,Soie stérile,Chirurgie générale,,450,Fiole de soie stérile dans étui en étal. “SSC Neuhausen Seide-Soie steril 6m Nr. 1 15.11.69,,,bon.,Rostfrei,,
373,IHM-0373.jpg,Instrument pour prendre une goutte de sang (lancette à ressort ou stylo),Chirurgie générale,,450,Instrument pour prendre une goutte de sang (selon catalogue Schaerer).,,,bon.,,,
374,IHM-0374.jpg,Pince,Chirurgie générale,,450,Pince pour écarter (?),,,bon.,,,
375,IHM-0375.jpg,Lithotome à écartement,Chirurgie générale,,450,Lithotome à écartement régable de Duphytren. Pour opération de la taille ou lithotomie (pierre-vessie).,,Seconde moitié du XIXe,bon.,,,
376,IHM-0376.jpg,Lot de bistouris,Chirurgie générale,,450,Lot de 8 bistouris.,,,bon.,,,
377,IHM-0377.jpg,Curette tranchante,Chirurgie générale,,450,Double curette tranchante.,,,bon.,Blanc & Cie,,
378,IHM-0378.jpg,Sondes,Chirurgie générale,,450,3 sondes.,,,moyen. métal vieilli.,,,
379,IHM-0379.jpg,Pinces,Chirurgie générale,,450,2 pinces. Une du fabricant Hausmann.,,,bon.,,,
380,IHM-0380.jpg,Ecarteurs,Chirurgie générale,,450,,,,bon.,,,
381,IHM-0381.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,Hausmann,,
382,IHM-0382.jpg,Lot de pinces,Chirurgie générale,,450,Lot de 5 pinces identiques.,,,bon.,,,
383,IHM-0383.jpg,Instrument de chirurgie (A identifier) / dermojet?,Chirurgie générale,,450,INCOMPLET?,,,bon. incomplet?,Luer,,
384,IHM-0384.jpg,instrument de chirurgie (mini burin ?),Chirurgie générale,,450,,,,bon,,,
385,IHM-0385.jpg,Bistouri rétractable,Chirurgie générale,,450,inscriptions: Panglandine Glesol Couturieux / Iodine Sulfoidol Robin,,,bon,,,
386,IHM-0386.jpg,Trousses de chirurgie vides en tissu,Chirurgie générale,,450,,,,,,,
387,IHM-0387.jpg,Trousse de chirurgie ambulatoire,Chirurgie générale,,450,,,Première moitié du 20e s.,,,,
428,IHM-0428.jpg,Marteau à réflexe,Diagnostic,,40,,,20e s.,Bon,Sans marque,,
429,IHM-0429.jpg,Marteau à réflexe,Diagnostic,,40,,,20e s.,Bon,Sans marque,,
430,IHM-0430.jpg,Thermomètre,Diagnostic,,40,"Thermomètre rond en métal, gradué de 34 à 42 degrés Celsius, marqué “Cary”(déjà inventorié par Suzanne en 2008)",,20e s.,Bon,Cory Eisenhut Basel Swissmade,,
431,IHM-0431.jpg,Abaisse langue en corne,Diagnostic,,40,,,20e s.,Bon,Sans marque,,
432,IHM-0432.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,Dalacin C,,
433,IHM-0433.jpg,Dynamomètre,Diagnostic,,40,,,20e s.,Bon,Sans marque,,
434,IHM-0434.jpg,Marteau à réflexe,Diagnostic,,40,,,20e s.,Bon,Fabriquant à identifier,,
435,IHM-0435.jpg,Marteau à réflexe rétractable,Diagnostic,,40,,,20e s.,Bon,W. Margot & Cie,,
436,IHM-0436.jpg,Lot de deux abaisses-langue,Diagnostic,,40,,,20e s.,Bon,Bismocetine Lepetit,,
437,IHM-0437.jpg,Marteau à réflexe avec pinceau et aiguille,Diagnostic,,40,,,20e s.,Bon,Aesculap,,
438,IHM-0438.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,Margot & Jeannet Lausanne,,
439,IHM-0439.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,"Margot & Jeannet, Lausanne ",,
440,IHM-0440.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,Aesculap,,
441,IHM-0441.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,Aesculap,,
442,IHM-0442.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,Aesculap,,
443,IHM-0443.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,W. Margot & Cie,,
444,IHM-0444.jpg,Lot de trois abaisses-langue en verre,Diagnostic,,40,,,20e s.,Bon,Sans marque,,
445,IHM-0445.jpg,Thermomètre,Diagnostic,,40,,,20e s.,Bon,Sans marque,,
512,IHM-0512.jpg,Forceps,Obstétrique,Gynécologie,456,Le bois témoigne que cet instrument a été utilisé avant la généralisation de l’asepsie. Possiblement autour de 1800 ? Porte la marque Peter A Zurichhttp://www.aly-abbara.com/museum/medecine/pages_01/Tarnier/Forceps/forceps_historique.html,,Fin 18e s.,,,,
515,IHM-0515.jpg,Set de chirurgie de l’oeil,Ophtalmologie,Ophtalmologie,3015,Lüer à Paris. Urs Birschler estime qu’il s’agit d’un des objets les plus précieux de la collection.,,Fin 19e s.,,,,
